
"NAM"	"DAT"	"PERIOD"	"КАТО(по отчету)"	"LКАТО(по отчету)"	"ГОКЭД(по каталогу)02"	"LГОКЭД(по каталогу)02"	"ГЗВ"	"LГЗВ"	"VAL"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Сельское, лесное и рыбное хозяйство"	"4412"	"Всего"	"1"	"150 931 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Сельское, лесное и рыбное хозяйство"	"4412"	"Всего"	"1"	"138 182 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Сельское, лесное и рыбное хозяйство"	"4412"	"Всего"	"1"	"158 054 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Горнодобывающая промышленность и разработка карьеров"	"4414"	"Всего"	"1"	"420 011 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Горнодобывающая промышленность и разработка карьеров"	"4414"	"Всего"	"1"	"1 219 182 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Горнодобывающая промышленность и разработка карьеров"	"4414"	"Всего"	"1"	"922 287 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Горнодобывающая промышленность и разработка карьеров"	"4414"	"Всего"	"1"	"703 519 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Обрабатывающая промышленность"	"4415"	"Всего"	"1"	"463 756 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Обрабатывающая промышленность"	"4415"	"Всего"	"1"	"636 434 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Обрабатывающая промышленность"	"4415"	"Всего"	"1"	"689 597 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Обрабатывающая промышленность"	"4415"	"Всего"	"1"	"590 050 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом"	"4421"	"Всего"	"1"	"2 881 589 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом"	"4421"	"Всего"	"1"	"1 104 336 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Снабжение электроэнергией, газом, паром, горячей водой и кондиционированным воздухом"	"4421"	"Всего"	"1"	"2 930 397 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"114 514 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"99 177 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"88 120 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Водоснабжение; сбор, обработка и удаление отходов, деятельность по ликвидации загрязнений"	"4444"	"Всего"	"1"	"101 295 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Строительство"	"4446"	"Всего"	"1"	"732 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Строительство"	"4446"	"Всего"	"1"	"732 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Строительство"	"4446"	"Всего"	"1"	"1 305 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Строительство"	"4446"	"Всего"	"1"	"732 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"5 288 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"1 836 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"5 336 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Оптовая и розничная торговля; ремонт автомобилей и мотоциклов"	"4449"	"Всего"	"1"	"4 271 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"66 980 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"59 610 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"69 790 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Транспорт и складирование"	"4451"	"Всего"	"1"	"67 841 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Информация и связь"	"4456"	"Всего"	"1"	"48 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Операции с недвижимым имуществом"	"4460"	"Всего"	"1"	"6 429 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Операции с недвижимым имуществом"	"4460"	"Всего"	"1"	"2 737 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Операции с недвижимым имуществом"	"4460"	"Всего"	"1"	"2 024 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Операции с недвижимым имуществом"	"4460"	"Всего"	"1"	"5 578 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Профессиональная, научная и техническая деятельность"	"4463"	"Всего"	"1"	"5 945 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Профессиональная, научная и техническая деятельность"	"4463"	"Всего"	"1"	"9 226 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Деятельность в области административного и вспомогательного обслуживания"	"4465"	"Всего"	"1"	"3 450 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Деятельность в области административного и вспомогательного обслуживания"	"4465"	"Всего"	"1"	"4 530 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Деятельность в области административного и вспомогательного обслуживания"	"4465"	"Всего"	"1"	"7 945 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Деятельность в области административного и вспомогательного обслуживания"	"4465"	"Всего"	"1"	"3 429 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Государственное управление и оборона; обязательное  социальное обеспечение"	"4468"	"Всего"	"1"	"11 090 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Государственное управление и оборона; обязательное  социальное обеспечение"	"4468"	"Всего"	"1"	"9 145 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Государственное управление и оборона; обязательное  социальное обеспечение"	"4468"	"Всего"	"1"	"9 206 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Государственное управление и оборона; обязательное  социальное обеспечение"	"4468"	"Всего"	"1"	"12 145 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Образование"	"4471"	"Всего"	"1"	"150 730 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Образование"	"4471"	"Всего"	"1"	"165 101 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Образование"	"4471"	"Всего"	"1"	"169 123 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Образование"	"4471"	"Всего"	"1"	"165 862 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Здравоохранение и социальное обслуживание населения"	"4473"	"Всего"	"1"	"227 587 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Здравоохранение и социальное обслуживание населения"	"4473"	"Всего"	"1"	"257 579 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Здравоохранение и социальное обслуживание населения"	"4473"	"Всего"	"1"	"307 668 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Здравоохранение и социальное обслуживание населения"	"4473"	"Всего"	"1"	"267 675 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Искусство, развлечения и отдых"	"4475"	"Всего"	"1"	"616 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Искусство, развлечения и отдых"	"4475"	"Всего"	"1"	"1 073 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"ШЕМОНАИХИНСКИЙ РАЙОН"	"22635"	"Предоставление прочих видов услуг"	"4476"	"Всего"	"1"	"346 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Всего"	"1"	"Всего"	"1"	"61 581 193 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"Г.АСТАНА"	"22691"	"Всего"	"1"	"Всего"	"1"	"60 547 155 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Всего"	"1"	"Всего"	"1"	"65 140 097 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Всего"	"1"	"Всего"	"1"	"56 337 304 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Растениеводство и животноводство, охота и предоставление услуг в этих областях"	"4"	"Всего"	"1"	"11 129 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Растениеводство и животноводство, охота и предоставление услуг в этих областях"	"4"	"Всего"	"1"	"25 714 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Промышленность"	"147"	"Всего"	"1"	"54 786 803 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2013 год"	"201312"	"Г.АСТАНА"	"22691"	"Промышленность"	"147"	"Всего"	"1"	"54 238 960 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Промышленность"	"147"	"Всего"	"1"	"60 674 307 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Промышленность"	"147"	"Всего"	"1"	"49 575 459 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Лесоводство и лесозаготовки"	"149"	"Всего"	"1"	"53 904 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Лесоводство и лесозаготовки"	"149"	"Всего"	"1"	"63 236 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Добыча прочих полезных ископаемых"	"235"	"Всего"	"1"	"1 875 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство продуктов питания"	"265"	"Всего"	"1"	"297 957 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство табачных изделий"	"386"	"Всего"	"1"	"126 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство деревянных и пробковых изделий, кроме мебели; производство изделий из соломки и материалов для плетения"	"626"	"Всего"	"1"	"32 103 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Полиграфическая деятельность и воспроизведение записанных носителей информации"	"762"	"Всего"	"1"	"915 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство резиновых и пластмассовых изделий"	"945"	"Всего"	"1"	"89 690 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство прочей не металлической минеральной продукции"	"1006"	"Всего"	"1"	"1 557 416 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Металлургическое производство"	"1095"	"Всего"	"1"	"5 650 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство готовых металлических изделий, кроме машин и оборудования"	"1206"	"Всего"	"1"	"131 602 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство электрического оборудования"	"1412"	"Всего"	"1"	"4 818 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство машин и оборудования, не включенных в другие группировки "	"1506"	"Всего"	"1"	"12 436 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство прочих транспортных средств"	"1810"	"Всего"	"1"	"151 289 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Производство мебели"	"1845"	"Всего"	"1"	"519 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2014 год"	"201412"	"Г.АСТАНА"	"22691"	"Ремонт и установка машин и оборудования"	"1941"	"Всего"	"1"	"344 670 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Строительство зданий"	"2237"	"Всего"	"1"	"1 456 955 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Строительство зданий"	"2237"	"Всего"	"1"	"2 028 379 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Гражданское строительство"	"2253"	"Всего"	"1"	"668 424 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Гражданское строительство"	"2253"	"Всего"	"1"	"675 241 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Специализированные строительные работы"	"2280"	"Всего"	"1"	"431 899 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Специализированные строительные работы"	"2280"	"Всего"	"1"	"168 065 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Оптовая и розничная торговля автомобилями и мотоциклами и их ремонт"	"2320"	"Всего"	"1"	"32 041 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Оптовая и розничная торговля автомобилями и мотоциклами и их ремонт"	"2320"	"Всего"	"1"	"20 601 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Оптовая торговля, за исключением торговли автомобилями и мотоциклами"	"2415"	"Всего"	"1"	"285 610 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Оптовая торговля, за исключением торговли автомобилями и мотоциклами"	"2415"	"Всего"	"1"	"645 726 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Розничная торговля, кроме торговли автомобилями и мотоциклами"	"2564"	"Всего"	"1"	"781 614 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Розничная торговля, кроме торговли автомобилями и мотоциклами"	"2564"	"Всего"	"1"	"687 944 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность сухопутного и трубопроводного транспорта "	"2731"	"Всего"	"1"	"186 725 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность сухопутного и трубопроводного транспорта "	"2731"	"Всего"	"1"	"47 426 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность воздушного транспорта "	"2802"	"Всего"	"1"	"19 483 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность воздушного транспорта "	"2802"	"Всего"	"1"	"15 945 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Складирование грузов и вспомогательная транспортная деятельность"	"3003"	"Всего"	"1"	"682 067 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Складирование грузов и вспомогательная транспортная деятельность"	"3003"	"Всего"	"1"	"524 109 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Почтовая и курьерская деятельность"	"3130"	"Всего"	"1"	"946 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Почтовая и курьерская деятельность"	"3130"	"Всего"	"1"	"946 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Предоставление услуг по временному проживанию"	"3137"	"Всего"	"1"	"222 142 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Предоставление услуг по временному проживанию"	"3137"	"Всего"	"1"	"252 064 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Предоставление услуг по обеспечению питанием и напитками"	"3199"	"Всего"	"1"	"34 697 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Предоставление услуг по обеспечению питанием и напитками"	"3199"	"Всего"	"1"	"21 050 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Телекоммуникации"	"3288"	"Всего"	"1"	"24 914 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Телекоммуникации"	"3288"	"Всего"	"1"	"24 201 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Компьютерное программирование, консультационные и другие сопутствующие услуги"	"3328"	"Всего"	"1"	"1 039 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Компьютерное программирование, консультационные и другие сопутствующие услуги"	"3328"	"Всего"	"1"	"578 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность в области информационного обслуживания"	"3368"	"Всего"	"1"	"1 204 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Деятельность в области информационного обслуживания"	"3368"	"Всего"	"1"	"438 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Финансовое посредничество, кроме страхования и пенсионного обеспечения"	"3411"	"Всего"	"1"	"32 662 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Финансовое посредничество, кроме страхования и пенсионного обеспечения"	"3411"	"Всего"	"1"	"9 209 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Страхование, перестрахование и пенсионной обеспечение, кроме обязательного социального обеспечения"	"3454"	"Всего"	"1"	"217 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Операции с недвижимым имуществом"	"3539"	"Всего"	"1"	"561 936 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2015 год"	"201512"	"Г.АСТАНА"	"22691"	"Операции с недвижимым имуществом"	"3539"	"Всего"	"1"	"354 839 000.000"
"Объем выбросов загрязняющих веществ в атмосферу(Тонна (метрическая))"	"2016 год"	"201612"	"Г.АСТАНА"	"22691"	"Деятельность в области архитектуры, инженерных изысканий, технических испытаний и анализа"	"3609"	"Всего"	"1"	"35 088 000.000"
